0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3
3,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19
20,19,20,19,20,24,25,19,24,25,20,24,25,19,24,25,20,19,20,9,9
19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,9,9
20,19,20,19,20,24,25,19,24,25,20,24,25,19,24,25,20,19,21,28,9
19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,9,9
20,19,20,19,20,24,25,19,24,25,20,24,25,19,24,25,20,19,20,8,8
19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19,20,19
0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
